benchmark,solver,score
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver0,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver1,15.4287
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver2,170.108
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver3,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver4,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_2_8_4.smt2,solver5,16.6263
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver0,2400
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver1,30.604
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver2,22.8497
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver3,2400
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver4,0.880134
UFNIA/spec_sharp/specsharp-BoundedStack.3.BoundedStack..ctor_System.Int32.smt2,solver5,0.697379
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver0,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver1,6.17827
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver2,207.365
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver3,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver4,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_1_3.smt2,solver5,5.98175
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver0,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver1,0.144473
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver2,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver3,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver4,0.384546
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a9d721_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver5,2400
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver0,2400
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver1,0.0300831
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver2,0.769666
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver3,2400
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver4,0.118323
UFNIA/2019-Zohar-ic/combined/int_check_eq_bvadd_rtl.smt2,solver5,0.0178011
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver0,2400
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver1,5.733
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver2,2400
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver3,2400
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver4,48.6444
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.19.Microsoft.Boogie.CommandLineOptions.SpecSharp.CheckInvariant_System.Boolean.smt2,solver5,0.517072
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver0,2400
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver1,0.0477439
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver2,113.913
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver3,2400
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver4,0.496534
UFNIA/2019-Zohar-ic/partial/int_check_bvule_bvurem1_ltr_no_inv.smt2,solver5,0.0411809
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver0,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver1,23.3193
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver2,407.46
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver3,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver4,2400
UFNIA/lahiri-cav09-storm-queries/mqueue_example_2_1_8_0.smt2,solver5,28.4203
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver0,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver1,0.0571331
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver2,0.799335
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver3,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver4,0.178134
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_95b4bb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver5,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver0,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver1,0.124505
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver2,1.3479
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver3,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver4,0.708236
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_caafe2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver5,2400
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver0,2400
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver1,33.8559
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver2,16.8689
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver3,2400
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver4,0.822314
UFNIA/vcc-havoc/WindowsCard.c.38.MConditionalJump.smt2,solver5,0.870078
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver0,2400
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver1,137.291
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver2,12.3951
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver3,2400
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver4,1.30403
UFNIA/vcc-havoc/CWindowsCard.c.42.ExecuteInstruction.smt2,solver5,0.658639
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver0,2400
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver1,40.9004
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver2,10.88
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver3,2400
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver4,0.684804
UFNIA/vcc-havoc/CWindowsCard.c.52.ExecuteInstruction.smt2,solver5,0.343324
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver0,2400
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver1,2400
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver2,2400
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver3,2400
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver4,7.6599
UFNIA/spec_sharp/test14-DafnyAst.ssc.116.Microsoft.Dafny.UnaryExpr..ctor_Microsoft.Dafny.Token_notnull_Microsoft.Dafny.UnaryExpr.Opcode_Micro.smt2,solver5,0.740923
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver0,2400
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver1,2400
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver2,2400
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver3,2400
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver4,2.34179
UFNIA/sledgehammer/QEpres/z3.601260.smt2,solver5,0.0720161
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver0,2400
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver1,0.912361
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver2,1.78851
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver3,2400
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver4,0.250894
UFNIA/sledgehammer/TwoSquares/z3.656739.smt2,solver5,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver0,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver1,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver2,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver3,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver4,2400
UFNIA/sledgehammer/QEpres/z3.606536.smt2,solver5,2400
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver0,2400
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver1,0.2832
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver2,2400
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver3,2400
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver4,7.07971
UFNIA/sledgehammer/QEpres/z3.1139496.smt2,solver5,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver0,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver1,0.125954
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver2,0.894837
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver3,2400
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver4,0.20281
UFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_61a2d9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,solver5,2400
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver0,2400
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver1,16.7185
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver2,28.8716
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver3,2400
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver4,0.524153
UFNIA/spec_sharp/specsharp-WindowsCard.26.RTE.OpCALL_System.Int32.smt2,solver5,0.996177
UFNIA/sledgehammer/QEpres/z3.867346.smt2,solver0,2400
UFNIA/sledgehammer/QEpres/z3.867346.smt2,solver1,2400
