benchmark,solver,score
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_37_19_assert___00.smt2,solver0,0.024899
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_37_19_assert___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_37_19_assert___00.smt2,solver2,0.038109
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_37_19_assert___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/N313-022__float_range__fr.adb_34_14_division_check___00.smt2,solver0,0.0195439
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/N313-022__float_range__fr.adb_34_14_division_check___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/N313-022__float_range__fr.adb_34_14_division_check___00.smt2,solver2,0.0398689
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/N313-022__float_range__fr.adb_34_14_division_check___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_29_22_assert___00.smt2,solver0,0.367479
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_29_22_assert___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_29_22_assert___00.smt2,solver2,0.342789
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_29_22_assert___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC07-014__float_conversion__simple_trajectory.adb_26_49_fp_overflow_check___00.smt2,solver0,1.12856
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC07-014__float_conversion__simple_trajectory.adb_26_49_fp_overflow_check___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC07-014__float_conversion__simple_trajectory.adb_26_49_fp_overflow_check___00.smt2,solver2,0.914872
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC07-014__float_conversion__simple_trajectory.adb_26_49_fp_overflow_check___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/Q607-007__floats__normalize.adb_47_22_assert___00.smt2,solver0,0.452348
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/Q607-007__floats__normalize.adb_47_22_assert___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/Q607-007__floats__normalize.adb_47_22_assert___00.smt2,solver2,0.324694
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/Q607-007__floats__normalize.adb_47_22_assert___00.smt2,solver3,2400
/p/graves/smtFiles/UFBV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-8.smt2,solver0,6.69596
/p/graves/smtFiles/UFBV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-8.smt2,solver1,11.3853
/p/graves/smtFiles/UFBV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-8.smt2,solver2,0.0495381
/p/graves/smtFiles/UFBV/wintersteiger/fmsd13/fixpoint/AR-fixpoint-8.smt2,solver3,0.020257
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC05-013__interval_overflow__mult.adb_10_29_overflow_check___00.smt2,solver0,0.0251239
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC05-013__interval_overflow__mult.adb_10_29_overflow_check___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC05-013__interval_overflow__mult.adb_10_29_overflow_check___00.smt2,solver2,0.021449
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/PC05-013__interval_overflow__mult.adb_10_29_overflow_check___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_41_19_assert___00.smt2,solver0,0.0231691
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_41_19_assert___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_41_19_assert___00.smt2,solver2,0.0379089
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M603-018__float__testfloat.adb_41_19_assert___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/NC05-005__float_division__pi_euler_2.adb_16_25_assert2___00.smt2,solver0,0.023016
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/NC05-005__float_division__pi_euler_2.adb_16_25_assert2___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/NC05-005__float_division__pi_euler_2.adb_16_25_assert2___00.smt2,solver2,0.0233911
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/NC05-005__float_division__pi_euler_2.adb_16_25_assert2___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/P315-010__float__original_sample.ads_59_17_postcondition___00.smt2,solver0,0.334701
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/P315-010__float__original_sample.ads_59_17_postcondition___00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/P315-010__float__original_sample.ads_59_17_postcondition___00.smt2,solver2,0.404857
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/P315-010__float__original_sample.ads_59_17_postcondition___00.smt2,solver3,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M809-005__float_basics__why_336b10_generic_interval_tests-T-defqtvc__00.smt2,solver0,0.24243
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M809-005__float_basics__why_336b10_generic_interval_tests-T-defqtvc__00.smt2,solver1,2400
/p/graves/smtFiles/UFFPDTLIRA/20200306-Kanig/spark2014bench/M809-005__float_basics__why_336b10_generic_interval_tests-T-defqtvc__00.smt2,solver2,0.184719
